text	class
#Resultados finales: En Cartago Valle gano Ivan Duque con 24.317 VOTOS, 43,00% Sergio Fajardo : 20.058 VOTOS, 35,47% Gustavo Petro : 6.966 VOTOS, 12,31% German Vargas Lleras : 2.908 VOTOS,5,14% Humberto de la Calle... https://www.facebook.com/elcartagazo/posts/2250352114991726 …    	1
"""A quienes votaron por Sergio Fajardo y Humberto De La Calle y a quienes votaron en blanco y a quienes no votaron: recuerden que un gobierno de Gustavo Petro puede ser un gobierno de todos. Negocien con él. El... https://www.facebook.com/BrayanRodBajo/posts/1964404303579568 …"    	1
Estoy de acuerdo con el programa de Fajardo y Humberto de la calle. Si se unen a Duque estarían apoyando el no cambio a una sociedad más Democrática y justa. Si apoyan a Gustavo Petro sería un respaldo al cambio que quiere y desean los colombianos después de 50 años de lo mismo.    	1
Segio Fajardo tomo la peor decisión al no unirse a Humberto de la Calle y ahora la vuelve a tomar al no apoyar a Gustavo Petro.    	1
Si humanos y elfos se unieron para derrotar a Sauron, ¿no vamos a poder los de Petro, Fajardo y de la Calle contra Duque-Uribe? #LaUltimaAlianza #EleccionesColombia #GraciasProfe pero ya juntémonos.https://youtu.be/P2ObevJxCoo    	1
Colombie : élection présidentielle: Les résultats du premier tour : Participation : 53,38% Iván Duque : 39,14% Gustavo Petro : 25,08% Sergio Fajardo : 23,73% Germán Vargas Lleras : 7,28% Umberto De La Calle : 2,06% Jorge Antonio Trujillo Sarment : 0,39%… http://dlvr.it/QVP6Nt pic.twitter.com/Ici7kzIdZQ    	0
Colombia - Participación: 53.38% - Iván Duque: 7.569.693 - 39,14% - Gustavo Petro: 4.851.254 - 25,08% - Sergio Fajardo: 4.589.696 - 23,73% - Germán Vargas Lleras: 1.407.840 - 7,28% - Humberto de la Calle: 399.180 - 2,06% - Jorge Trujillo: 75.614 - 0,39% - Blanco: 60.312 - 0,31%    	0
Revisando los comisios electorales en los cuales Fajardo obtuvo en promedio 4.5 millones de votos Vargas Lleras 1.7 De la calle 0.3 y DUQUE 7.5 lo cuál da un promedio de 15 millones. La pregunta essería que nos equivocamos quince millones por no votar por Gustavo Petro.    	1
Los maestros de Bogotá, pedimos unir esfuerzos para ganar la presidencia de la Republica con Gustavo Petro, en medio de la diferencia hacemos un llamado a Sergio Fajardo, Humberto de Calle, Clara Lopez y Claudia Lopez a construir una amplia coalición.    	1
Eleições colombianas : Iván Duque: 7.569.693 votos (39,14%)- 2º turno Gustavo Petro: 4.851.254 votos ( 25,09%)- 2º turno Sérgio Fajardo: 4.589.696 votos (23,73%) German Vargas Lleras: 1.407.840 votos (7,28%) Humberto de la Calle: 399.180 votos (2,06%)    	0
Si a la #Democracia #Participar... hoy conversación interesante en programa radial #EleccionesPresidencia2018 #Colombia Fajardo Iván Duque Gustavo Petro Humberto De La Calle El País Cali ADN... https://www.facebook.com/permalink.php?story_fbid=1968550969823046&id=412748508736641 …    	0
#AlAire en #ColombiaAlAire En #Bucaramanga, los votos quedaron repartidos de la siguiente manera: Iván Duque - 119 mil 717. Sergio Fajardo - 107 mil 677. Gustavo Petro- 43 mil 817 Germán Vargas Lleras - 17 mil 592 y Humberto de La Calle - 6 mil 27 pic.twitter.com/tsql6i04nE    	0
La izquierda y el centro que representaron Gustavo Petro, Sergio Fajardo y Humberto De la Calle, obtuvieron 9.838.261 votos, equivalentes al 51% de los votos. Los que apoyan la paz ganaron las elecciones.    	0
Resultados de la primera vuelta en Colombia: Iván Duque: 7.569.693 Gustavo Petro: 4.851.254 Sergio Fajardo: 4.589.696 Germán Vargas Lleras: 1.407.840 Humberto de La Calle: 399.180 Jorge Trujillo: 75.614 Viviane Morales: 41.458 pic.twitter.com/tJcmg7LS2B    	0
Estamos a 15 días de cambiar la Historia, no esperemos 4 años más, ya cuando a Colombia el Uribismo se perpetué en el poder. No habrá una nueva oportunidad tan clara como la de ahora ¡Fajardo , Humberto De La Calle , Gustavo Petro salven ustedes la Patria!    	1
Es ilógico que hoy con personas como Humberto de la Calle, Sergio Fajardo y Gustavo Petro, la gente vote por un tipo que no lo conoce ni la mamá, solo por que Uribe dijo que así fuera, esto desprestigia aún más a la Política Colombiana y sus votantes #FelizLunes    	0
2/2 Vargas hat damals dem Vertrag als Vizepräsident zugestimmt, Petro, Fajardo und De la Calle sind für die Einhaltung des Abkommens. 39,1 Prozent haben für Duque abgestimmt, der Modifizierungen des Friedensvertrages vornehmen will. #Kolumbien #ColombiaDecide #Lateinamerika    	0
#Elecciones2018 / En #Cundinamarca Iván Duque tuvo la mayor votación en el departamento con 475.359, seguido de Sergio Fajardo con 328.519, Gustavo Petro obtuvo 236.862, German Vargas Lleras 85.862 y Humberto de la Calle 20.567. http://www.noticentrocolombia.com/2018/05/28/asi-voto-cundinamarca-en-la-primera-vuelta-presidencial/ …pic.twitter.com/Cighc53P3U    	0
#GenteDeAngelópolis @AlvaroUribeVel @GermanBlancoA @IvanDuque @mluciaramirez @LuisAlfreRamos Resultado electoral Municipio de Angelópolis Preconteo de votos Iván Duque 1.722 Sergio Fajardo 485 Germán Vargas 89 Gustavo Petro 87 Humberto De La Calle 67    	0
"""Hay que enfrentar unas dificultades inmensas para este país. Este pasado debate pareciera que lo hubieran adelantado (Gustavo Petro, Sergio Fajardo, Humberto de la Calle y Germán Vargas, para un mundo que no existe... para un mundo irreal y diferente..."" http://radiored.rcnradio.com/lahoradelaverdad/editorial-mayo-28-de-2018/ …"    	0
¿Es muy soñador de mi parte esperar que Gustavo Petro considere a Fajardo como Ministro de Educación y a Humberto de la Calle como Ministro de Hacienda/Justicia/Interior?    	0
Felicitaciones Humberto De la Calle-Clara López, German Vargas-Juan C Pinzón, Segio Fajardo-Claudia López, Gustavo Petro-Ángela Robledo, Ivan Duque-Marta Lucia. recuperamos la democracia en Col. luego d 20 años, superamos el 50% d electores. Falta rescatar a Col. trabajo d todos.    	0
#EnCifras En #Bucaramanga los votos quedaron repartidos de la siguiente manera: Iván Duque 119 mil 717 / Sergio Fajardo 107 mil 677 / Gustavo Petro 43 mil 817 / Germán Vargas Lleras 17 mil 592 / Humberto de La Calle 6 mil 27 pic.twitter.com/Uawauy3koE    	0
ELECCIONES PRESIDENCIALES DE COLOMBIA 2018 no creo que hayan ganado los mejores candidatos para presidente de Colombia, creo que los mejores, eran el doctor Sergio fajardo y el doctor Humberto de la calle,(los únicos con doctorado) #EleccionesPresidenciales2018 #ColombiaDecide    	0
Sergio Fajardo en lugar de estar pensando quien le gusta más, si Gustavo Petro o Iván Duque, le recomiendo que se presente al Juzgado 2 Admistrativo del circuito de Medellín, ubicado en la Calle 42 No 48-55,... https://www.facebook.com/JoFePalencia/posts/10156256965933418 …    	0
23 mil personas votaron por presidente en #Chiquinquirá. Iván Duque se impuso con 9.304 votos, seguido por Sergio Fajardo con 7.350 sufragios. Gustavo Petro dio la sorpresa con 4.747 votos. El gran quemado fue Germán Vargas con 1.542 votos. De La Calle obtuvo 314 apoyos.    	0
Yo creo que para segunda vuelta: 80% votos de Vargas, Trujillo y Viviane para Duque, 10% para Petro 80% votos de Fajardo para Petro (soy muy generoso), 10% para Duque 80% votos de de la Calle para Petro, 10% Duque. #ColombiaDecide #EleccionesPresidenciales2018 pic.twitter.com/xrkNE3p7Oj    	0
Boletín #54 100% escrutado Duque | Ramírez 7.569.693 - 39,14% Petro | Robledo 4.851.254 - 25,08% Fajardo | López 4.589.696 -23,73% Vargas | Pinzón 1.407.840 - 7,28% De la Calle | López 399.180 - 2,06% Voto en blanco 341.087 - 1,76% #EleccionesColombia #ColombiaElige2018    	0
Sergio Fajardo, Piedad Córdoba, Humberto de la Calle, y demás candidatos de Centro y de Centroizquierda deben aprender la lección: se hundieron por no aliarse con Gustavo Petro. Publicado el 28-05-2018 http://a.msn.com/01/es-co/AAxU20I?ocid=st … http://a.msn.com/01/es-co/AAxU20I?ocid=st …    	1
Sergio Fajardo, Piedad Córdoba, Humberto de la Calle, y demás candidatos de Centro y de Centroizquierda deben aprender la lección: se hundieron por no aliarse con Gustavo Petro. Publicado el 28-05-2018 http://a.msn.com/01/es-co/AAxU20I?ocid=st …    	1
Boletin Nacional : #ColombiaElige2018 Boletín No° 16 I. Duque: 7.512.935 Gustavo Petro: 4.820.370 S. Fajardo: 4.566.413 Germán Vargas Lleras:1.393.238 Humberto de La Calle: 396.570 Promotores voto en Blanco: 59.898    	0
Ayer Gustavo Petro tuvo que pensar en Dios o en la suerte, lo mismo que Iván Duque. Porque de pasar Sergio Fajardo a segunda vuelta los dos hubiesen perdido con éste. Solo faltará que César Gaviria salga ahora a decir que su estrategia impidió la alianza Fajardo - De la Calle.    	0
Voté por Sergio Fajardo, me gustó la candidatura de Humberto de la Calle y en segunda vuelta votaré (sin muchas ganas) por Gustavo Petro. Al menos tiene oposición en el Senado y Cámara. Duque sería un dictador sin oposición.    	1
Ayer Gustavo Petro, Sergio Fajardo, y Humberto De la Calle le mostraron a Uribe Vélez cúantos votos tienen la equidad, la honestidad, y la paz en Colombia.    	0
"Resultados: Iván Duque, (39.14%) 7.569.693 votos    	0
#EleccionesPresidenciales2018 Estos son los resultados finales de las elecciones presidenciales en primera vuelta: Iván Duque: 7.569.693 Gustavo Petro: 4.851.254 Sergio Fajardo: 4.589.696 Germán Vargas: 1.407.840 Humberto De la Calle: 399.180 pic.twitter.com/9kEfyTKZFr    	0
#EleccionesW Estos son los resultados finales de las elecciones presidenciales en primera vuelta: Iván Duque: 7.569.693 Gustavo Petro: 4.851.254 Sergio Fajardo: 4.589.696 Germán Vargas: 1.407.840 Humberto De la Calle: 399.180 http://www.wradio.com.co/ pic.twitter.com/wUXV6s8Xm8    	0
La cuestión ahora es esta: NO todo el que votó por Fajardo y De la Calle va a votar por Petro, pero la gran mayoría de los que votaron por Vargas Lleras SI votarán por Duque. Todo hubiera sido diferente si Fajardo estuviera en segunda vuelta. #ColombiaDecide    	0
Humberto De La Calle lamenta no haber formado una coalición con Sergio Fajardo. #Elecciones2018 #EleccionesColombia https://buff.ly/2IVhPzO pic.twitter.com/vkt7vLekGa    	0
En este momento la única forma en que Petro puede aspirar a ganar en segunda vuelta es que De La Calle y Fajardo decidan dejar de lado las diferencias y lo apoyen. De lo contrario estaríamos viendo una segunda vuelta con una victoria aplastante de Duque #EleccionesColombia    	1
Humberto De La Calle, Sergio Fajardo y Gustavo… https://www.instagram.com/p/BjTwUXJgTp8/?utm_source=ig_twitter_share&igshid=81kti33ga3se …    	0
Yo a @CaracolRadio lo estimo mucho como medio, pero creo que perdió el tiempo jugandosela a favor de Vargas. Fue vergonzoso como algunos periodistas se mofaban de Fajardo, De La Calle, Petro e incluso Duque. Les queda una lección #EleccionesColombia    	0
Ya estoy aburrido de leer en todas mis redes estos nombres: Álvaro Uribe, Iván Duque, Sergio Fajardo, Gustavo Petro, Humberto De la calle, German Vargas Lleras, ya dejen de hablar de política un rato por favorrrrrr    	0
DY ENCUESTA DOLARIZADA #ColombiaDecide #ColombiaElige2018 Ya sea que Ud haya votado por Gustavo Petro, Iván Duque, Sergio Fajardo, Germán Vargas Lleras o Humberto de la Calle participe en la siguiente encuesta. ¿Fué Ud reconocido con éxito por el sistema biométrico electoral?    	0
Muchos hablaban de apoyo para Gustavo Petro, Sergio Fajardo y Humberto de la Calle, de esos muchos una gran parte no quisieron salir a votar.    	0
Yo creo que el País busca candidaturas diferentes por algo muchos votaron por Petro, Fajardo, De la Calle y eso suma más que Duque #Elecciones2018 #UnidosGanaPetro    	0
Duque la va a tener dificil en esa 2da vuelta. Probablemente se unan Fajardo y De La Calle a Petro. #ColombiaDecide #Elecciones2018    	0
Mi orden de voto: 1. Gustavo Petro. 2. Humberto De la Calle 3. Sergio Fajardo. 4. De La Guetto. 5. Karl Marx. 6. Timochenko. 7. Adolf Hitler. 8. Kim Jong-Un. 9. El caminante del abismo, la oscuridad hecha carne, el mismísimo Lucifer Estrella de la mañana. 10. Iván Duque.    	1
#EleccionesColombia Boletín 54 #Colombia 97.663 de 97.663 mesas informadas (100%) Votos en blanco: 341.087 Ivan Duque 7.569.693 Petro Gustavo 4.851.254 Sergio Fajardo 4.589.696 German Vargas Lleras 1.407.840 Humberto de la Calle 399.180 http://www.lapatria.com pic.twitter.com/l6OtyLxAo3    	0
Duque 7 569 693 Petro 4 851 254 Fajardo 4 589 696 Vargas 1 407 840 De la Calle 399 180 Votación 19 636 714 Abstención 46,62 % Mesas: 100 % #EleccionesColombia #Elecciones2018 NO votaron 17 146 952    	0
Y pensar que si Fajardo hubiera aceptado la propuesta de union de Humberto De la Calle, hoy le hubieran ganado a Gustavo Petro y tendria hoy mas que nunca la oportunidad de ser Presidente, ahora si se vera que es lo que realmente quieren para Colombia. #NosUnimosONosHundimos    	1
"#ColombiaDecide ""Ratifico mi admiración por Sergio Fajardo, y lamento que cuando era legalmente posible mi invitación a una alianza, esta no tuvo éxito. Ese fue el punto de quiebre de esta campaña"": Humberto de la Calle pic.twitter.com/WTiusz8yq2"    	0
Resultados finales después del 100% de mesas informadas. #Elecciones2018 Iván Duque 39,14% Gustavo Petro 25,08% Sergio Fajardo 23,73% Germán Vargas Lleras 7,28% Humberto de La Calle 2,06% Jorge Trujillo 0,39% Voto en blanco 0,31% Viviane Morales 0,21% pic.twitter.com/WQBa8nfTsV    	0
#ATENCIÓN Boletín número 54 de la Registraduría Nacional con el 100 % de las mesas informadas: - Iván Duque 39,14 % - Gustavo Petro 25,08 % - Sergio Fajardo 23,73 % - Germán Vargas 7,28 % - Humberto de la Calle 2,06 % - Jorge Trujillo 0,39 % → http://conexioncapital.co pic.twitter.com/tdviNER3Io    	0
La derecha perdió las elecciones de la primera vuelta en Colombia - Duque+Vargas = 8,6 millones de votos - Petro+Fajardo+De La Calle = 9,7 millones de votos. Se prevé una segunda vuelta histórica #ColombiaDecide #EleccionesColombia #ONosUnimosONosHundimos    	1
#LeccionesElectoralesColombianas 10. Ganaron: Firmas encuestadoras, Álvaro Uribe e Iván Duque, Gustavo Petro Perdieron: Gobierno Santos, Vargas Lleras, Humberto de la Calle, el acuerdo de paz, partidos Unidad Nacional, pronóstico de Cifras y Conceptos Sorpresa: Fajardo y Verdes    	0
Perdonen ustedes pero las ideas de Humberto De La Calle convergen más con las de Gustavo Petro. Respeten a Humberto de La Calle porque el no era otro Fajardo y sus votos no eran del extremo centro.    	0
#ATENCIÓN Boletín número 52 de la Registraduría Nacional con el 99,99 % de las mesas informadas: - Iván Duque 39,14 % - Gustavo Petro 25,09 % - Sergio Fajardo 23,73 % - Germán Vargas 7,28 % - Humberto de la Calle 2,06 % - Jorge Trujillo 0,39 % → http://conexioncapital.co pic.twitter.com/EyVyglJNME    	0
En Colombia: Pasan a segunda vuelta el candidato de la derecha, Iván Duque, y el de la izquierda, Gustavo Petro. El centro, representado por Sergio Fajardo y el candidato De La Calle, fueron incapaces de hacer una alianza y por ende fueron desplazados.    	0
Les recuerdo: - Petro, De La Calle y Fajardo son el cambio. - Duque se cree moderno (tipo siglo XV), pero está en el medioevo. La unión de los tres primeros, por el bien del país, es posible. #ONosUnimosONosHundimos #ColombiaElige    	1
¿Se imaginan una Colombia así? Presidente: Gustavo Petro Ministro de Educación: Sergio Fajardo Ministro de Defensa: Humberto De La Calle. Dios mío.    	0
Yo quería que quedaran sujetos inteligentes y diferentes como Fajardo o De La Calle, pero al final el país termino optando por Petro y Duque #ColombiaDecide #EleccionesColombia pic.twitter.com/vZzpF6NLWK    	0
Estoy muy orgulloso de mi Chocó. No sólo ganó Petro con el 42.98% (el siguiente fue Duque con 26.14%), también De la Calle sacó más votos que Fajardo :) Igual, con distintos porcentajes, en mi Quibdó. #ColombiaElige   	0
Nos envia Jader Silvera: Fíjense que los votos de Gustavo Petro, Sergio Fajardo y Humberto de la Calle suman el 50, 89% de la votación en Colombia,    	0
#EleccionesPresidenciales2018 Boletín N° 49 Iván Duque: 39,14 % Gustavo Petro: 25,09 % Sergio Fajardo: 23,73 % Germán Vargas Lleras: 7.28 % Humberto de la Calle: 2,06% 97.652 de 97.663 mesas informadas (99.98 %)    	0
#ColombiaElige2018 Boletín No° 48 I. Duque: 7.567.448 Gustavo Petro: 4.850.549 S. Fajardo: 4.584.423 Germán Vargas Lleras:1.407.584 Humberto de La Calle: 399.109 Promotores voto en Blanco: 60.312 Así va el conteo con un 99,98% de mesas informadas. pic.twitter.com/PUKEX42Bir    	0
Cabe recordar que en alianzas futuras serían las de Vargas Lleras a Iván Duque y posiblemente Humberto de la calle, y Sergio Fajardo junto a Gustavo Petro, de ser así Gustavo Petro sería el nuevo presidente.    	1
#EleccionesColombia #Elecciones2018 La gente en #Colombia quiere cambios: Petro+Fajardo+De la Calle: 9.837.833 de votos Duque+Vargas Lleras: 8.974.934 de votos    	1
Si Humberto de la calle se hubiese unido con Sergio Fajardo, sería Fajardo en segunda vuelta y por obvias razones Gustavo Petro se uniría inmediatamente a el con ese puntaje , sin embargo la Unión de Fajardo decidirá sustancialmente el próximo presidente    	0
"""Invitamos a Sergio Fajardo y a su plan de gobierno... A Humberto de la Calle... "" Gustavo Petro. Colombia lo pide... UNIDAD! UNIDAD! UNIDAD!"    	1
Así votó el Oriente Antioqueño @sonsonprogresa Duque: 10.922 Fajardo: 1.827 Vargas: 275 Petro: 422 De La Calle: 155 Viviane: 30 Trujillo: 32 En Blanco: 46 #Elecciones2018    	0
Así votó el Oriente Antioqueño @sanvicentefer1 Duque: 6.895 Fajardo: 1.784 Vargas: 175 Petro: 508 De La Calle: 119 Viviane: 24 Trujillo: 17 En Blanco: 24 #Elecciones2018    	0
Así votó el Oriente Antioqueño #SanRafael Duque: 3.792 Fajardo: 1.415 Vargas: 137 Petro: 295 De La Calle: 50 Viviane: 18 Trujillo: 12 En Blanco: 11 #Elecciones2018    	0
Se terminaron las elecciones y el pueblo ha hablado, claramente quiénes votamos por Gustavo Petro, Sergio Fajardo o Humberto de la Calle queremos un cambio y no aguantamos el continuismo político de... https://www.facebook.com/juandavid.gomezarango1/posts/10217076697368254 …    	1
Duque le hace un llamado a German Vargas Lleras para trabajar juntos, Ivan Duque saluda además a Sergio Fajardo, Humberto de la Calle, a Gustavo Petro lo invito a que podamos debatir, lo invito a dar un debate con altura    	1
Así votó el Oriente Antioqueño #SanLuis Duque: 4.387 Fajardo: 725 Vargas: 124 Petro: 371 De La Calle: 36 Viviane: 11 Trujillo: 8 En Blanco: 7 #Elecciones2018    	0
Así votó el Oriente Antioqueño @elsantuarioAnt Duque: 13.656 Fajardo: 2.452 Vargas: 596 Petro: 755 De La Calle: 257 Viviane: 29 Trujillo: 28 En Blanco: 18 #Elecciones2018    	0
RESULTADOS Departamento del Chocó* *1. Gustavo Petro 48.102* 2. Ivan Duque. 29.915 3. Germán Vargas. 23.423. 4. Sergio Fajardo. 3.815. 5. De la Calle. 3.685. Algo está cambiando.    	0
Los votos de Gustavo Petro, Sergio Fajardo y Humberto de la Calle suman el 50, 89% de la votación en Colombia. @petrogustavo @ClaudiaLopez @sergio_fajardo @DeLaCalleHum @AngelicaLozanoC @angelamrobledo #ONosUnimosONosHundimos.pic.twitter.com/FZM2kz8iQm    	1
Así votó el Oriente Antioqueño @sanfranciscoant Duque: 1.931 Fajardo: 297 Vargas: 62 Petro: 169 De La Calle: 24 Viviane: 20 Trujillo: 10 En Blanco: 5 #Elecciones2018    	0
Así votó el Oriente Antioqueño @AdmonSanCarlos Duque: 4.621 Fajardo: 1.758 Vargas: 125 Petro: 361 De La Calle: 96 Viviane: 29 Trujillo: 22 En Blanco: 11 #Elecciones2018    	0
Así votó el Oriente Antioqueño @AlcRionegro Duque: 38.393 Fajardo: 23.038 Vargas: 1.538 Petro: 4.501 De La Calle: 1.306 Viviane: 89 Trujillo: 93 En Blanco: 123 #Elecciones2018    	0
Para resaltar la participación en #EleccionesColombia la abstención no puede seguir reinando en nuestra democracia. Lamentable el trato a Humberto de la Calle. Felicitaciones a Iván Duque y Gustavo Petro. Desde siempre los vi en segunda vuelta.    	0
Resultados #Elecciones2018 VOTACION: 19629302 de 36783940 IVÁN DUQUE: 7566704 GUSTAVO PETRO: 4849652 SERGIO FAJARDO: 4587984 GERMÁN VARGAS LLERAS: 1406929 HUMBERTO DE LA CALLE: 399059 JORGE ANTONIO TRUJILLO SARMIENTO: 75605 PROMOTORES VOTO EN BLANCO: 60310 VIVIANE MORALES: 41454    	0
Así votó el Oriente Antioqueño @elretiroant Duque: 7.791 Fajardo: 2.722 Vargas: 477 Petro: 374 De La Calle: 226 Viviane: 11 Trujillo: 61 En Blanco: 16 #Elecciones2018    	0
Así votó el Oriente Antioqueño @NarinoAntioquia Duque: 3.001 Fajardo: 218 Vargas: 76 Petro: 109 De La Calle: 37 Viviane: 16 Trujillo: 6 En Blanco: 107 #Elecciones2018    	0
#EleccionesPresidenciales2018 Boletín N° 36 Iván Duque: 39,14 % Gustavo Petro: 25,08 % Sergio Fajardo: 23,73 % Germán Vargas Lleras: 7.27 % Humberto de la Calle: 2,06% 97.597 de 97.663 mesas informadas (99.93 %)    	0
Así votó el Oriente Antioqueño @mmarinilla Duque: 15.685 Fajardo: 7.471 Vargas: 763 Petro: 1.890 De La Calle: 432 Viviane: 37 Trujillo: 32 En Blanco: 38 #Elecciones2018    	0
"No entiendo por qué dan por hecho que De La Calle, Fajardo y Duque se unirán. Sus formas de administrar y de pensar son muy diferentes. Ya De la Calle dejó libres a sus electores. Discurso de Petro debe cambiar, soy ""Fajardista"" y por ahora él NO me representa #EleccionesColombia"    	0
Así votó el Oriente Antioqueño @Launionant Duque: 6.167 Fajardo: 3.650 Vargas: 400 Petro: 488 De La Calle: 164 Viviane: 24 Trujillo: 21 En Blanco: 18 #Elecciones2018    	0
Así votó el Oriente Antioqueño @LaCejadelTambo Duque: 17.569 Fajardo: 11.350 Vargas: 725 Petro: 1.490 De La Calle: 550 Viviane: 49 Trujillo: 53 En Blanco: 51 #Elecciones2018    	0
Así votó el Oriente Antioqueño @Guatape_Ant Duque: 2.694 Fajardo: 998 Vargas: 322 Petro: 301 De La Calle: 79 Viviane: 6 Trujillo: 8 En Blanco: 8 #Elecciones2018    	0
Puesto 29. Mesa 4. TOTAL VOTOS 290. Gustavo Petro: 139. Promotores votos en blanco: 0. Iván Duque: 82. De la Calle: 4. Jorge Trujillo: 2. Sergio Fajardo: 41. Vivian Morales: 0. Germán Vargas: 14. Votos en blanco: 3. Votos nulos: 4. Votos no marcados: 1    	0
"Duque y Petro definen la Presidencia. Los medios dan el siguiente resultado:Iván Duque 39.11 %(7.512.935 votos)    	0
Puesto 29. Mesa 3. TOTAL VOTOS 295. Gustavo Petro: 133. Promotores votos en blanco: 0. Iván Duque: 86. De la Calle: 7. Jorge Trujillo: 1. Sergio Fajardo: 33. Vivian Morales: 3. Germán Vargas: 25. Votos en blanco: 3. Votos nulos: 4. Votos no marcados: 0    	0
Así votó el Oriente Antioqueño @AlcaldiaGuarne Duque: 13.079 Fajardo: 6.415 Vargas: 517 Petro: 1.507 De La Calle: 519 Viviane: 59 Trujillo: 133 En Blanco: 52 #Elecciones2018    	0
Así votó el Oriente Antioqueño @alcaldiagranada Duque: 3.833 Fajardo: 560 Vargas: 156 Petro: 182 De La Calle: 59 Viviane: 14 Trujillo: 17 En Blanco: 14 #Elecciones2018    	0
No te esperes que Fajardo y De la Calle, le den la venia a Gustavo. Sabes bien que entre Duque y Gustavo Petro, es Petro quien representa los cambios que Fajardo y De la Calle Proponen. Venzamos el Miedo. Petro Presidente    	1
Así votó el Oriente Antioqueño @ConcepcionAnt Duque: 1.439 Fajardo: 271 Vargas: 48 Petro: 177 De La Calle: 140 Viviane: 7 Trujillo: 4 En Blanco: 3 #Elecciones2018    	0
#ATENCIÓN Boletín número 35 de la Registraduría Nacional con el 99,92 % de las mesas informadas: - Iván Duque 39,15 % - Gustavo Petro 25,08 % - Sergio Fajardo 23,73 % - Germán Vargas 7,27 % - Humberto de la Calle 2,06 %    	0
Así votó el Oriente Antioqueño @elpenolant Duque: 5.913 Fajardo: 1.911 Vargas: 440 Petro: 504 De La Calle: 85 Viviane: 23 Trujillo: 16 En Blanco: 12 #Elecciones2018    	0
Yo creo q el Dr Humberto de la Calle y Dr Sergio Fajardo es vital abrazarlos Dr Gustavo Petro. La PAZ es un tesoro. No lo perdamos! @petrogustavo @GustavoBolivar @DeLaCalleHum @PirryOficial @sergio_fajardo @NoticiasUno @MabelLaraNews @PazProgreso    	1
Así votó el Oriente Antioqueño @ElCarmenV Duque: 12.048 Fajardo: 8.182 Vargas: 530 Petro: 2.150 De La Calle: 470 Viviane: 99 Trujillo: 37 En Blanco: 38 #Elecciones2018    	0
Resultado en el Cesar con 100% de mesas informadas IVÁN DUQUE 171.647 Votos GUSTAVO PETRO 141.502 Votos GERMÁN VARGAS 39.281 Votos SERGIO FAJARDO 29.021 Votos HUMBERTO DE LA CALLE 3.112 Votos #Elecciones2018 #EleccionesColombia #ColombiaDecide pic.twitter.com/AAMFC9IhI6    	0
Así votó el Oriente Antioqueño @AlcaldiaCocorna Duque: 5.943 Fajardo: 621 Vargas: 160 Petro: 265 De La Calle: 68 Viviane: 16 Trujillo: 10 En Blanco: 242 #Elecciones2018    	0
Gustavo Petro en último debate dijo que si ganaba ,dos de los aspirantes a la Presidencia harían parte de su Gabinete,estos son SERGIO Fajardo y Humberto De La Calle,magnifica decisión!! Petro ganará    	1
#ATENCIÓN Boletín número 35 de la Registraduría Nacional con el 99,92 % de las mesas informadas: - Iván Duque 39,15 % - Gustavo Petro 25,08 % - Sergio Fajardo 23,73 % - Germán Vargas 7,27 % - Humberto de la Calle 2,06 % → http://conexioncapital.co pic.twitter.com/gAFT312ZdW    	0
"Fajardo y de Humberto de Calle tienen la responsabilidad histórica de apoyar a Petro en 2da vuelta    	1
Gracias Sardinata Resultados Finales Ivan Duque: 5.471 Vargas Lleras : 613 Sergio Fajardo: 597 Gustavo Petro : 593 Humberto de La Calle: 90 Voto Blanco: 127 Ganamos Gracias Y Mil Gracias Les Desea El Directorio Municipal De Sardinata .    	0
Duque | Ramírez 7.561.919 VOTOS Petro | Robledo 4.847.251 VOTOS Fajardo | López 4.586.821 VOTOS Vargas | Pinzón 1.405.153 VOTOS De la Calle | López 398.940 VOTOS #Decisión2018 #EleccionesColombia #ColombiaElige2018    	0
#ColombiaDecide que Iván Duque y Gustavo Petro vayan al balotaje. Fajardo de vaina le quita el 2º lugar a Petro. Ojalá no se le ocurra apoyarlo… Vargas Lleras se escoñetó y De La Calle llegó detrás de la ambulancia, en blanco lo superó por 2467 votos.    	0
Así votó el Oriente Antioqueño @argelia_gov Duque: 2.580 Fajardo: 134 Vargas: 57 Petro: 93 De La Calle: 22 Viviane: 9 Trujillo: 7 En Blanco: 2 #Elecciones2018    	0
